Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1370244,"The Worst Witch (Worst Witch, #1)",Jill Murphy,"Murphy, Jill",,"=""0140311084""","=""9780140311082""",0,3.96,Puffin Books,Paperback,112,1991,1974,,2025/08/24,to-read,to-read (#132),to-read,,,,0,0
3312183,"The Wooden Mile (Something Wickedly Weird, #1)",Chris Mould,"Mould, Chris",,"=""0340944773""","=""9780340944776""",0,3.81,Hodder Children's,Hardcover,178,2007,2007,,2025/08/24,to-read,to-read (#131),to-read,,,,0,0
684711,Adventures of the Little Wooden Horse,Ursula Moray Williams,"Williams, Ursula Moray",Peggy Fortnum,"=""0140301259""","=""9780140301250""",0,4.15,Puffin,Paperback,176,1959,1938,,2025/08/24,to-read,to-read (#130),to-read,,,,0,0
2020593,Gobbolino the Witch's Cat,Ursula Moray Williams,"Williams, Ursula Moray",,"=""0141323264""","=""9780141323268""",0,4.13,Puffin Books,Paperback,256,2008,1942,,2025/08/24,to-read,to-read (#129),to-read,,,,0,0
1975320,Planet of Fear,Patrick Moore,"Moore, Patrick",,"=""0006913083""","=""9780006913085""",0,3.80,Armada Books,Paperback,128,1977,1977,,2025/08/24,to-read,to-read (#128),to-read,,,,0,0
238283720,"One of Us Is Lying (One of Us Is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""0141375639""","=""9780141375632""",0,3.91,Penguin Books Ltd,Paperback,368,2025,2017,,2025/08/24,to-read,to-read (#127),to-read,,,,0,0
8051082,Time Train to the Blitz,Sophie McKenzie,"McKenzie, Sophie",,"=""0746097530""","=""9780746097533""",0,3.34,Usborne,Paperback,144,2010,2010,,2025/08/24,to-read,to-read (#126),to-read,,,,0,0
1254195,The Five Lost Aunts of Harriet Bean,Alexander McCall Smith,"Smith, Alexander McCall",,"=""0747580472""","=""9780747580478""",0,3.60,Bloomsbury Childrens Books,Paperback,,2006,1990,,2025/08/24,to-read,to-read (#125),to-read,,,,0,0
21068886,The Plague,Clem Martini,"Martini, Clem",,"=""0747575835""","=""9780747575832""",0,3.64,Bloomsbury Publishing PLC,Paperback,262,2007,2005,,2025/08/24,to-read,to-read (#124),to-read,,,,0,0
53133053,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3, Part 1 of 2)",George R.R. Martin,"Martin, George R.R.",,"=""0007447841""","=""9780007447848""",0,4.47,Harper Voyager,Paperback,688,2020,2000,,2025/08/24,to-read,to-read (#123),to-read,,,,0,0
2470420,Spoonful of Jam,Michelle Magorian,"Magorian, Michelle",,"=""1405239565""","=""9781405239561""",0,3.92,Egmont Press,Paperback,361,2008,1998,,2025/08/24,to-read,to-read (#122),to-read,,,,0,0
196250129,In Ascension,Martin MacInnes,"MacInnes, Martin",,"=""1838956271""","=""9781838956271""",0,3.74,Atlantic Books,Paperback,499,2024,2024,,2025/08/24,to-read,to-read (#121),to-read,,,,0,0
1726320,Hannah Goslar Remembers,Alison Leslie Gold,"Gold, Alison Leslie",,"=""0747540276""","=""9780747540274""",0,4.23,Bloomsbury Publishing PLC,Paperback,,1999,1997,,2025/08/24,to-read,to-read (#120),to-read,,,,0,0
2268592,The Book of Nonsense and Nonsense Songs,Edward Lear,"Lear, Edward",,"=""0140622268""","=""9780140622263""",0,3.60,Penguin Books,Paperback,174,1996,1846,,2025/08/24,to-read,to-read (#119),to-read,,,,0,0
65650,"The Last Battle (Chronicles of Narnia, #7)",C.S. Lewis,"Lewis, C.S.",,"=""0261670522""","=""9780261670525""",0,4.01,Grafton,Paperback,172,2002,1956,,2025/08/24,to-read,to-read (#118),to-read,,,,0,0
65648,"The Silver Chair (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0261670514""","=""9780261670518""",0,3.95,Grafton,Paperback,191,2002,1953,,2025/08/24,to-read,to-read (#117),to-read,,,,0,0
15998439,"The Voyage of the Dawn Treader (The Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0261670506""","=""9780261670501""",0,4.09,Diamond Books,Paperback,189,1998,1952,,2025/08/24,to-read,to-read (#116),to-read,,,,0,0
505153,"Prince Caspian (Chronicles of Narnia, #4)",C.S. Lewis,"Lewis, C.S.",,"=""0261670492""","=""9780261670495""",0,3.98,Grafton,Paperback,190,1998,1951,,2025/08/24,to-read,to-read (#115),to-read,,,,0,0
65637,"The Horse and His Boy (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",,"=""0261670484""","=""9780261670488""",0,3.91,Grafton,Paperback,175,2002,1954,,2025/08/24,to-read,to-read (#114),to-read,,,,0,0
2653173,"The Magician's Nephew (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.",,"=""0261670468""","=""9780261670464""",0,4.05,Grafton,Paperback,171,2002,1955,,2025/08/24,to-read,to-read (#113),to-read,,,,0,0
33968046,Hell & High Water,Tanya Landman,"Landman, Tanya",,"=""1406366919""","=""9781406366914""",0,3.76,Walker Books Ltd,Paperback,320,2016,2015,,2025/08/24,to-read,to-read (#112),to-read,,,,0,0
25590569,Departmental Ditties and Barrack Room Ballads,Rudyard Kipling,"Kipling, Rudyard",,"=""""","=""""",0,4.13,Charles Scribner's Sons,Hardcover,217,1914,1892,,2025/08/24,to-read,to-read (#111),to-read,,,,0,0
12658312,Horse Pie,Dick King-Smith,"King-Smith, Dick",Valerie Littlewood,"=""0552527858""","=""9780552527859""",0,3.61,Corgi Childrens,Paperback,64,1994,1994,,2025/08/24,to-read,to-read (#110),to-read,,,,0,0
4476408,Sophie's Lucky,Dick King-Smith,"King-Smith, Dick",,"=""1844281345""","=""9781844281343""",0,4.16,Walker Childrens Paperbacks,Paperback,112,2005,1995,,2025/08/24,to-read,to-read (#109),to-read,,,,0,0
55965944,The Rubber Band Book,Eric Kenneway,"Kenneway, Eric",Alan Rogers,"=""""","=""""",0,0.0,Beaver Books,Paperback,93,1977,,,2025/08/24,to-read,to-read (#108),to-read,,,,0,0
4652681,Emil Und Die Detektive,Erich Kästner,"Kästner, Erich",,"=""0850485487""","=""9780850485486""",0,3.98,European Schoolbooks,Paperback,0,,1929,,2025/08/24,to-read,to-read (#107),to-read,,,,0,0
700349,The Saga of Erik the Viking,Terry Jones,"Jones, Terry",Michael Foreman,"=""0140322612""","=""9780140322613""",0,3.98,Puffin,Paperback,188,1988,1983,,2025/08/24,to-read,to-read (#106),to-read,,,,0,0
67619373,Pirate Brother,Pete Johnson,"Johnson, Pete",,"=""0141318961""","=""9780141318967""",0,3.72,Puffin,Paperback,0,2004,2002,,2025/08/24,to-read,to-read (#105),to-read,,,,0,0
16127256,Biggles Adventure Double: Biggles Learns to Fly & Biggles the Camels are Coming,W.E. Johns,"Johns, W.E.",,"=""0857532065""","=""9780857532060""",0,4.28,Doubleday UK,Hardcover,416,2013,2012,,2025/08/24,to-read,to-read (#104),to-read,,,,0,0
241172,Why Beethoven Threw the Stew (And Lots More Stories about the Lives of Great Composers),Steven Isserlis,"Isserlis, Steven",,"=""0571206166""","=""9780571206162""",0,4.06,Faber & Faber,Paperback,144,2001,2001,,2025/08/24,to-read,to-read (#103),to-read,,,,0,0
13644214,The Abominables,Eva Ibbotson,"Ibbotson, Eva",,"=""1407132970""","=""9781407132976""",0,3.76,Marion Lloyd Books,Hardcover,237,2012,2012,,2025/08/24,to-read,to-read (#102),to-read,,,,0,0
1402283,INCREDIBLE ADVENTURE,Norman Hunter,"Hunter, Norman",,"=""0370009924""","=""9780370009926""",0,3.91,Random House UK,Hardcover,212,1988,1933,,2025/08/24,to-read,to-read (#101),to-read,,,,0,0
61817761,The Black Locomotive,Rian Hughes,"Hughes, Rian",,"=""1529074460""","=""9781529074468""",0,3.60,Picador UK,Paperback,416,2024,2021,,2025/08/24,to-read,to-read (#100),to-read,,,,0,0
2166784,Tom Brown's Schooldays,Thomas Hughes,"Hughes, Thomas",,"=""0140305343""","=""9780140305340""",0,3.44,Puffin,Paperback,288,1972,1857,,2025/08/24,to-read,to-read (#99),to-read,,,,0,0
28330202,How 2 Become an MI5 INTELLIGENCE OFFICER: The ULTIMATE guide to a career in the UK Secret Service,How2become,"How2become, How2become",,"=""1910602302""","=""9781910602300""",0,3.50,How2Become Ltd,Paperback,242,2015,2015,,2025/08/24,to-read,to-read (#98),to-read,,,,0,0
205046925,The Word is Murder,Anthony Horowitz,"Horowitz, Anthony",,"=""1784757233""","=""9781784757236""",0,3.93,Penguin,Paperback,387,2023,2017,,2025/08/24,to-read,to-read (#97),to-read,,,,0,0
58908528,I am David,Anne Holm,"Holm, Anne",,"=""0416884709""","=""9780416884708""",0,3.96,Methuen Young Books,Paperback,192,1985,1963,,2025/08/24,to-read,to-read (#96),to-read,,,,0,0
22892748,If You Were Me,Sam   Hepburn,"Hepburn, Sam",,"=""1909489808""","=""9781909489806""",0,3.92,Chicken House Books,Paperback,356,2015,2015,,2025/08/24,to-read,to-read (#95),to-read,,,,0,0
1118458,Spaceship Medic,Harry Harrison,"Harrison, Harry",,"=""0140308539""","=""9780140308532""",0,3.83,Puffin Books,Paperback,141,1986,1969,,2025/08/24,to-read,to-read (#94),to-read,,,,0,0
7971320,"Chains (Seeds of America, #1)",Laurie Halse Anderson,"Anderson, Laurie Halse",,"=""0747598061""","=""9780747598060""",0,4.10,Bloomsbury Publishing PLC,Paperback,316,2010,2008,,2025/08/24,to-read,to-read (#93),to-read,,,,0,0
3250211,Shadow Forest,Matt Haig,"Haig, Matt",,"=""0552555630""","=""9780552555630""",0,3.97,Corgi Childrens,Paperback,393,2007,2007,,2025/08/24,to-read,to-read (#92),to-read,,,,0,0
1515861,How To Live with a Calculating Cat,Eric Gurney,"Gurney, Eric",,"=""067144140X""","=""9780671441401""",0,3.84,Pocket,Paperback,128,1981,1962,,2025/08/24,to-read,to-read (#91),to-read,,,,0,0
34996320,Elastic Numbers: 108 Puzzles for the Serious Problem Solver,Daniel Griller,"Griller, Daniel",,"=""0995782601""","=""9780995782600""",0,4.57,Rational Falcon,Paperback,116,2017,,,2025/08/24,to-read,to-read (#90),to-read,,,,0,0
82695,Teachers Pet,Morris Gleitzman,"Gleitzman, Morris",,"=""0141317558""","=""9780141317557""",0,3.53,Penguin Australia,Paperback,,2004,2003,,2025/08/24,to-read,to-read (#89),to-read,,,,0,0
1072098,Coram Boy (Contents),Jamila Gavin,"Gavin, Jamila",,"=""0749732687""","=""9780749732684""",0,3.81,Egmont Childrens Books,Paperback,384,2000,2000,,2025/08/24,to-read,to-read (#88),to-read,,,,0,0
807905,Mr Tompkins in Paperback: Mr Tompkins in Wonderland/Mr Tompkins Explores the Atom,George Gamow,"Gamow, George",,"=""0521093554""","=""9780521093552""",0,4.21,Cambridge University Press,Paperback,185,1965,1960,,2025/08/24,to-read,to-read (#87),to-read,,,,0,0
100464,"Dragon Rider (Dragon Rider, #1)",Cornelia Funke,"Funke, Cornelia",,"=""190444248X""","=""9781904442486""",0,4.00,Chicken House,Paperback,527,2005,1997,,2025/08/24,to-read,to-read (#86),to-read,,,,0,0
4703366,Inkdeath,Cornelia Funke,"Funke, Cornelia",,"=""1905294840""","=""9781905294848""",0,3.98,Chicken House,Paperback,699,2009,2007,,2025/08/24,to-read,to-read (#85),to-read,,,,0,0
553808,"Inkspell (Inkworld, #2)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""1904442838""","=""9781904442837""",0,3.95,The Chicken House,Paperback,685,2006,2005,,2025/08/24,to-read,to-read (#84),to-read,,,,0,0
1001995,"Inkheart (Inkworld, #1)",Cornelia Funke,"Funke, Cornelia",Anthea Bell,"=""1904442218""","=""9781904442219""",0,3.93,Chicken House,Paperback,544,2004,2003,,2025/08/24,to-read,to-read (#83),to-read,,,,0,0
2211321,Igraine the Brave,Cornelia Funke,"Funke, Cornelia",,"=""1905294654""","=""9781905294657""",0,3.90,Chicken House,Paperback,224,2008,1998,,2025/08/24,to-read,to-read (#82),to-read,,,,0,0
2231930,War Boy : A Country Childhood,Michael Foreman,"Foreman, Michael",,"=""0140342990""","=""9780140342994""",0,3.94,Puffin Books,Paperback,96,1991,1990,,2025/08/24,to-read,to-read (#81),to-read,,,,0,0
7839925,The Diamond Smugglers,Ian Fleming,"Fleming, Ian",,"=""""","=""""",0,3.21,Pan,Mass Market Paperback,,,1957,,2025/08/24,to-read,to-read (#80),to-read,,,,0,0
6952456,"The Man with the Golden Gun (James Bond, #13)",Ian Fleming,"Fleming, Ian",,"=""""","=""""",0,3.60,Pan,Mass Market Paperback,192,1966,1965,,2025/08/24,to-read,to-read (#79),to-read,,,,0,0
2828652,You Only Live Twice,Ian Fleming,"Fleming, Ian",,"=""0330104349""","=""9780330104340""",0,3.74,Pan Books,Mass Market Paperback,190,1965,1964,,2025/08/24,to-read,to-read (#78),to-read,,,,0,0
12196843,"For Your Eyes Only (James Bond, #8)",Ian Fleming,"Fleming, Ian",,"=""""","=""""",0,3.67,Pan Books,Mass Market Paperback,192,1963,1960,,2025/08/24,to-read,to-read (#77),to-read,,,,0,0
128450398,Goldfinger,Ian Fleming,"Fleming, Ian",,"=""""","=""""",0,3.83,Pan Books,Paperback,223,1963,1959,,2025/08/24,to-read,to-read (#76),to-read,,,,0,0
74995921,Dr No,Ian Fleming,"Fleming, Ian",,"=""""","=""""",0,3.81,Great Pan,Paperback,,1961,1958,,2025/08/24,to-read,to-read (#75),to-read,,,,0,0
20450274,"Moonraker (James Bond, #3)",Ian Fleming,"Fleming, Ian",Sam Peffer,"=""""","=""""",0,3.81,Pan,Paperback,,1959,1955,,2025/08/24,to-read,to-read (#74),to-read,,,,0,0
133309373,Diamonds Are Forever,Ian Fleming,"Fleming, Ian",,"=""""","=""""",0,3.64,Pan,Paperback,192,1958,1956,,2025/08/24,to-read,to-read (#73),to-read,,,,0,0
53117910,The Granny Project,Anne Fine,"Fine, Anne",,"=""0552554383""","=""9780552554381""",0,3.48,Corgi Childrens,Paperback,224,2019,1983,,2025/08/24,to-read,to-read (#72),to-read,,,,0,0
7081560,Horrendo's Curse,Anna Fienberg,"Fienberg, Anna",Kim Gamble,"=""1550377728""","=""9781550377729""",0,3.64,Annick Press,Paperback,160,2002,2002,,2025/08/24,to-read,to-read (#71),to-read,,,,0,0
16095662,101 Poems for Children: A Laureate's Choice,Carol Ann Duffy,"Duffy, Carol Ann",Emily Gravett,"=""1447205162""","=""9781447205166""",0,3.71,Macmillan Children's Books,Hardcover,193,2012,2012,,2025/08/24,to-read,to-read (#70),to-read,,,,0,0
20874035,"The Everest Files (Everest Files, #1)",Matt Dickinson,"Dickinson, Matt",Sarah Darby,"=""""","=""9781906148928""",0,3.78,Vertebrate Publishing,Paperback,313,2014,2014,,2025/08/24,to-read,to-read (#69),to-read,,,,0,0
12262665,"Mortal Chaos (Mortal Chaos, #1)",Matt Dickinson,"Dickinson, Matt",,"=""019275713X""","=""9780192757135""",0,3.80,OUP Oxford,Paperback,286,2012,2012,,2025/08/24,to-read,to-read (#68),to-read,,,,0,0
10638557,Doctor Who and the Abominable Snowmen,Terrance Dicks,"Dicks, Terrance",Alan Willow,"=""1849901929""","=""9781849901925""",0,3.84,Random House UK,Paperback,172,2011,1974,,2025/08/24,to-read,to-read (#67),to-read,,,,0,0
36221522,Philip K. Dick's Electric Dreams,Philip K. Dick,"Dick, Philip K.",,"=""1473223288""","=""9781473223288""",0,4.11,Gollancz,Paperback,213,2017,2017,,2025/08/24,to-read,to-read (#66),to-read,,,,0,0
2426188,"Icefire (The Last Dragon Chronicles, #2)",Chris d'Lacey,"d'Lacey, Chris",,"=""1843623730""","=""9781843623731""",0,3.92,Orchard Books,Hardcover,368,2003,2003,,2025/08/24,to-read,to-read (#65),to-read,,,,0,0
1239726,"The Fire Within (The Last Dragon Chronicles, #1)",Chris d'Lacey,"d'Lacey, Chris",,"=""1841215333""","=""9781841215334""",0,3.81,Orchard,Paperback,288,2001,2001,,2025/08/24,to-read,to-read (#64),to-read,,,,0,0
280654,A Gathering Light,Jennifer Donnelly,"Donnelly, Jennifer",,"=""0747570639""","=""9780747570639""",0,3.83,Bloomsbury,Paperback,380,2004,2003,,2025/08/24,to-read,to-read (#63),to-read,,,,0,0
2201270,Rover Saves Christmas,roddy-doyle,"roddy-doyle, roddy-doyle",,"=""140710523X""","=""9781407105239""",0,4.14,"Scholastic, Inc.",Paperback,160,2007,2001,,2025/08/24,to-read,to-read (#62),to-read,,,,0,0
2429466,Nickolai of the North,Lucy Daniel Raby,"Raby, Lucy Daniel",,"=""0340903015""","=""9780340903018""",0,4.01,,Paperback,352,2006,2005,,2025/08/24,to-read,to-read (#61),to-read,,,,0,0
10791331,Doctor Who and the Cybermen,Gerry Davis,"Davis, Gerry","Gareth Roberts, Alan Willow","=""1849901910""","=""9781849901918""",0,3.59,Random House UK,Paperback,174,2011,1975,,2025/08/24,to-read,to-read (#60),to-read,,,,0,0
1655289,Just William at School,Richmal Crompton,"Crompton, Richmal",,"=""0333712358""","=""9780333712351""",0,4.30,Macmillan Pub Ltd,Paperback,244,1997,1997,,2025/08/24,to-read,to-read (#59),to-read,,,,0,0
267635,"Clarice Bean, Don't Look Now (Clarice Bean, #7)",Lauren Child,"Child, Lauren",,"=""1846160499""","=""9781846160493""",0,4.07,Candlewick Press,Hardcover,252,2008,2006,,2025/08/24,to-read,to-read (#58),to-read,,,,0,0
3232883,Bug-Eyed Monsters,Anthony Cheetham,"Cheetham, Anthony","Howard Koch, Terry Carr, Fredric Brown, A.E. van Vogt, James Blish, William Tenn, Philip José Farmer, Damon Knight, Frank Herbert, James H. Schmitz, Bruce Pennington","=""0586039902""","=""9780586039908""",0,4.05,Panther Books,Paperback,255,1974,1974,,2025/08/24,to-read,to-read (#57),to-read,,,,0,0
760288,The Canterbury Tales,Geraldine McCaughrean,"McCaughrean, Geraldine",,"=""0140380531""","=""9780140380538""",0,3.96,Puffin Books,Paperback,113,1997,1984,,2025/08/24,to-read,to-read (#56),to-read,,,,0,0
25786523,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",Becky Chambers,"Chambers, Becky",,"=""1473619807""","=""9781473619807""",0,4.17,Hodder & Stoughton,Paperback,404,2015,2014,,2025/08/24,to-read,to-read (#55),to-read,,,,0,0
33889362,"The Chambers Book of Quick Crosswords, Book 1",Chambers,"Chambers, Chambers",,"=""1473641225""","=""9781473641228""",0,3.00,Chambers,Paperback,240,2017,,,2025/08/24,to-read,to-read (#54),to-read,,,,0,0
2519987,Death or Glory Boys,Theresa Breslin,"Breslin, Theresa",,"=""1405201096""","=""9781405201094""",0,3.42,Egmont UK,Paperback,192,2002,,,2025/08/24,to-read,to-read (#53),to-read,,,,0,0
1638124,The Spy's Handbook,Herbie Brennan,"Brennan, Herbie",,"=""0571216722""","=""9780571216727""",0,3.76,Faber & Faber Children’s,Paperback,,2003,2003,,2025/08/24,to-read,to-read (#52),to-read,,,,0,0
1177565,PADDINGTON AT LARGE (YOUNG PUFFIN BOOKS),Michael Bond,"Bond, Michael",,"=""0140302638""","=""9780140302639""",0,4.17,Harmondsworth : Puffin,Paperback,128,1970,1962,,2025/08/24,to-read,to-read (#51),to-read,,,,0,0
301125,Cloud Busting,Malorie Blackman,"Blackman, Malorie",,"=""0440866154""","=""9780440866152""",0,4.09,Corgi,Paperback,149,2005,2004,,2025/08/24,to-read,to-read (#50),to-read,,,,0,0
1938127,Dolphin Boy,Julie Bertagna,"Bertagna, Julie",Chris Chapman,"=""0749737301""","=""9780749737306""",0,3.82,Egmont UK,Paperback,87,1999,1999,,2025/08/24,to-read,to-read (#49),to-read,,,,0,0
7133477,Secret Railway (Puffin Books),Beresford Elisabeth,"Elisabeth, Beresford",,"=""0140307060""","=""9780140307061""",0,3.53,Puffin,Paperback,136,1974,1974,,2025/08/24,to-read,to-read (#48),to-read,,,,0,0
6117122,"The invisible Womble, and other stories; (A young puffin original)",Elisabeth Beresford,"Beresford, Elisabeth",,"=""0140306021""","=""9780140306026""",0,4.00,Penguin Books Ltd,Paperback,104,1973,1973,,2025/08/24,to-read,to-read (#47),to-read,,,,0,0
86531527,A Handful of Thieves,Nina Bawden,"Bawden, Nina",,"=""""","=""""",0,3.85,Scholastic,Mass Market Paperback,206,1971,1967,,2025/08/24,to-read,to-read (#46),to-read,,,,0,0
6877136,Marvellous Land of Oz (Treasury of Children's Classics),L. Frank Baum,"Baum, L. Frank",,"=""0706413199""","=""9780706413199""",0,3.71,Octopus,Hardcover,224,1980,,,2025/08/24,to-read,to-read (#45),to-read,,,,0,0
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank",W.W. Denslow,"=""0140621679""","=""9780140621679""",0,4.00,Penguin,Paperback,154,1995,1900,,2025/08/24,to-read,to-read (#44),to-read,,,,0,0
886066,"Matter (Culture, #8)",Iain M. Banks,"Banks, Iain M.",,"=""1841494186""","=""9781841494180""",0,4.11,Orbit,Trade Paperback,593,2008,2008,,2025/08/24,to-read,to-read (#43),to-read,,,,0,0
13497991,"The Hydrogen Sonata (Culture, #10)",Iain M. Banks,"Banks, Iain M.",,"=""0356501507""","=""9780356501505""",0,4.20,Orbit,Hardcover,517,2012,2012,,2025/08/24,to-read,to-read (#42),to-read,,,,0,0
3699995,The Eddie Dickens Trilogy,Philip Ardagh,"Ardagh, Philip",,"=""0571238025""","=""9780571238026""",0,4.07,Faber and Faber,Hardcover,464,2007,2003,,2025/08/24,to-read,to-read (#41),to-read,,,,0,0
183274,Thirsty,M.T. Anderson,"Anderson, M.T.",,"=""076362750X""","=""9780763627508""",0,3.24,Candlewick,Mass Market Paperback,256,2005,1997,,2025/08/24,to-read,to-read (#40),to-read,,,,0,0
29227774,"Light Bringer (Red Rising Saga, #6)",Pierce Brown,"Brown, Pierce",,"=""1473646804""","=""9781473646803""",0,4.76,Hodder & Stoughton,Hardcover,682,2023,2023,,2025/08/24,to-read,to-read (#39),to-read,,,,0,0
29226553,"Dark Age (Red Rising Saga, #5)",Pierce Brown,"Brown, Pierce",,"=""0425285952""","=""9780425285954""",0,4.50,Del Rey,ebook,704,2019,2019,,2025/08/24,to-read,to-read (#38),to-read,,,,0,0
169485073,"The Strength of the Few (Hierarchy, #2)",James  Islington,"Islington, James",,"=""""","=""""",0,4.46,Text Publishing,Hardcover,720,2025,2025,,2025/08/20,"to-read, high-fantasy","to-read (#37), high-fantasy (#29)",to-read,,,,0,0
